week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-39,-0.42618489861238146,0.42656799076174257,-0.37962192509617443,0.8066367938945144,4.0
2025-40,-0.13258835242783537,0.7498144679942172,0.1383824860400894,0.9795643473786241,9.0
2025-41,0.2512977076149792,0.9370928766530017,0.022268477587732295,0.7614760827234288,32.0
2025-42,0.22317296956570687,0.821121163234272,0.11078334570018912,0.9180653257593707,37.0
2025-43,-0.0990650671759839,0.7650311390113709,-0.014544604965453477,0.795785791245661,67.0
2025-44,0.05366542324086096,0.7232446054718723,0.05866111027364095,0.8203106164750353,41.0
2025-45,0.018395003225468522,0.6670137329850986,0.2149325335338054,0.6418245833968389,27.0
2025-46,-0.3154017331079404,0.9385095139367545,-0.03418898520072448,0.7324228875633488,36.0
2025-47,-0.027287498456452026,0.9114042021881903,0.057111603026378854,0.9867936971268647,35.0
2025-48,-0.11089932994861748,0.6247945037183898,-0.06867175318847785,0.866556040337936,33.0
2025-49,0.07386424306056802,0.9062727475071058,0.002828177825870121,0.9164319963437656,34.0
2025-50,0.09640417471518946,0.9976330179369459,0.3593865673996042,0.8815643301230194,41.0
2025-51,0.23303672788405963,0.9043763473307129,0.19168535089454508,0.9514164350581229,31.0
2025-52,0.38324372178013766,0.9040450809543596,0.20530671060201758,0.6885976361957465,14.0
2026-00,0.2900172203967495,0.7688368773817997,0.3175319245628314,0.9626316495413082,9.0
2026-01,-0.08618310784976527,0.9820887670858326,0.10670716718341491,0.8878128300999734,30.0
2026-02,0.06406647037607649,0.8237872345913159,-0.1284238568103712,0.9943637937796257,33.0
2026-03,-0.20567825874144208,0.816024672932142,-0.06965271407847735,0.8720505498824304,33.0
2026-04,0.26490880037572534,0.8927293127391785,0.12103300183130934,1.1246221397008633,18.0
2026-05,-0.2605721669493519,1.2895830422240713,0.6329397913858793,1.1558421261377712,9.0
