,phrase,label,sentiment,subjectivity,language,count
Seidl MF,Seidl MF,PERSON,0.2,0.55,en,1.0
de Jonge R,de Jonge R,PERSON,0.2,0.55,en,1.0
Van den Ackerveken G,Van den Ackerveken G,PERSON,0.2,0.55,en,1.0
Mendel MN,Mendel MN,PERSON,0.2,0.55,en,1.0
Skiadas P,Skiadas P,PERSON,0.2,0.55,en,1.0
Yuvraj Mehta,Yuvraj Mehta,PERSON,0.5,0.5,en,1.0
MZ Wishtown,MZ Wishtown,PERSON,0.5,0.5,en,1.0
Khun Samut Chin,Khun Samut Chin,PERSON,-0.25,0.4,en,1.0
MZ Wiztown,MZ Wiztown,PERSON,0.0,0.0,en,1.0
Rodriguez RA,Rodriguez RA,PERSON,0.0,0.5,en,1.0
Joseph Malachy Kavanagh,Joseph Malachy Kavanagh,PERSON,0.1,0.2,en,1.0
Chuck L,Chuck L,PERSON,0.06818181818181818,0.2772727272727273,en,1.0
Alkashef NM,Alkashef NM,PERSON,0.0,0.0,en,1.0
Cyclone Shakthi,Cyclone Shakthi,PERSON,0.07878787878787878,0.26666666666666666,en,1.0
Guaracha-Basañez GA,Guaracha-Basañez GA,PERSON,0.0,0.0,en,1.0
the Karakum Deser,the Karakum Deser,PERSON,-0.05000000000000001,0.2833333333333334,en,1.0
Hoernig MV,Hoernig MV,PERSON,0.0,0.0,en,1.0
Hazbun TR,Hazbun TR,PERSON,0.0,0.0,en,1.0
Anandakrishnan R,Anandakrishnan R,PERSON,0.0,0.0,en,1.0
Salama EA,Salama EA,PERSON,0.0,0.0,en,1.0
Omar Al-Qattaa,Omar Al-Qattaa,PERSON,0.0,0.0,en,1.0
Datuk Seri Mohammad Nizar Jamaluddin,Datuk Seri Mohammad Nizar Jamaluddin,PERSON,0.0,0.0,en,1.0
Rajaa Musleh,Rajaa Musleh,PERSON,-0.2,0.5,en,1.0
Ashraf Ibrahim,Ashraf Ibrahim,PERSON,0.19999999999999998,0.6,en,1.0
Annona squamosa,Annona squamosa,PERSON,-0.25,1.0,en,1.0
Storm Byron,Storm Byron,PERSON,0.15,0.5,en,1.0
Pahon Cave,Pahon Cave,PERSON,0.04545454545454545,0.15151515151515152,en,1.0
Diango Tounkara,Diango Tounkara,PERSON,-0.2,0.2,en,1.0
Big Joe,Big Joe,PERSON,0.06818181818181818,0.2772727272727273,en,1.0
Michael Pawley,Michael Pawley,PERSON,0.0,0.0,en,1.0
Dickson Ngome,Dickson Ngome,PERSON,0.0625,0.35416666666666663,en,1.0
Christmas Ev,Christmas Ev,PERSON,0.0,0.0,en,1.0
Grace Hie Yoon,Grace Hie Yoon,PERSON,0.0,0.0,en,1.0
Evans Ebo Noah Eshun,Evans Ebo Noah Eshun,PERSON,0.0,0.0,en,1.0
Martin Freeman,Martin Freeman,PERSON,0.0,0.5,en,1.0
Jenna Ortega,Jenna Ortega,PERSON,0.0,0.5,en,1.0
Sana NK,Sana NK,PERSON,0.0,0.75,en,1.0
Saha HR,Saha HR,PERSON,0.0,0.75,en,1.0
Sana M,Sana M,PERSON,0.0,0.75,en,1.0
Sarkar BC,Sarkar BC,PERSON,0.0,0.75,en,1.0
Ahmad R,Ahmad R,PERSON,0.0,0.75,en,1.0
Haque MS,Haque MS,PERSON,0.0,0.75,en,1.0
Oszkár Nagyapáti,Oszkár Nagyapáti,PERSON,0.19523809523809524,0.36904761904761907,en,1.0
Megha Majumdar,Megha Majumdar,PERSON,0.0,0.0,en,1.0
Jagdeep Kumar,Jagdeep Kumar,PERSON,-0.18055555555555558,0.32222222222222224,en,1.0
Shane Kennedy,Shane Kennedy,PERSON,0.0,0.0,en,1.0
Durga Puja,Durga Puja,PERSON,-0.09999999999999998,0.95,en,1.0
Use Melafix,Use Melafix,PERSON,0.01666666666666668,0.3333333333333333,en,1.0
Dave Thurber,Dave Thurber,PERSON,0.10714285714285714,0.21428571428571427,en,1.0
